Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.7023803707785422,1.1254782549174354,0.855,0.0,0.0,0.0
gradient_boosting,0.6899863589917641,1.1285094499839348,0.8494077834179357,0.016123402564884814,1.71601397895885,0.9047619047619048
random_forest,0.6952496035887106,1.116176228455612,0.865874363327674,0.015342340382852688,1.1163746409666553,0.07692307692307693
svc_linear,0.767800787307096,1.1273922383660258,0.8203957382039574,0.0,0.0,0.0
instance_easiness,0.5342946172023618,1.1096600197817796,0.8866666666666667,0.0,0.0,0.0
