instances,feature_F1,feature_Harmfulness,feature_LSC,feature_LSR,feature_N1,feature_N2,feature_Usefulness,algo_bagging,algo_gradient_boosting,algo_random_forest,algo_svc_linear
136,1.0,0.0037313432835820895,0.99,0.8348951604740923,0.0,0.45882044675777434,0.99,1.4132109079670507,0.7457529260852561,0.54897359701946,0.41471384313121185
137,1.0,0.0,0.994,0.8903944005341834,0.0,0.463421859473512,0.948,0.06870174196535322,0.1920645899549535,0.05079044730556138,0.2024382594950242
138,1.0,0.0,0.986,0.883524384029188,0.0,0.3811255935271065,0.9299999999999999,0.06844510280857062,0.05073196644117393,0.049244026313870856,0.0944969507568553
139,1.0,0.0037313432835820895,0.998,0.9457808222804961,0.5,0.6577614367043554,0.992,1.5142927819189917,0.9502298887377127,0.7662945712543733,0.4318224161825589
140,1.0,0.0,0.998,0.8167764583794455,1.0,0.5060196951741418,1.0,0.10477954889482091,0.0974870552460191,0.1174410016236752,0.35781072612305265
141,1.0,0.0037313432835820895,0.998,0.9184622231925677,0.6666666666666666,0.5421328220007129,0.996,0.1861791774070707,0.41835338037357334,0.2368627688061971,0.323522834828563
142,1.0,0.007462686567164179,0.988,0.840957365663507,0.5,0.37124157107621036,0.992,0.521773556857181,0.6158427403346425,0.8215595567540156,0.5998813224829427
143,1.0,0.0,0.94,0.8400573835509249,0.0,0.38451280127111387,0.9319999999999999,0.057920341846505956,0.13701907006388178,0.08025117193491328,0.3795788070702413
144,1.0,0.01,0.996268656716418,0.9614813176445819,0.75,0.6319809794158691,0.996268656716418,1.61858685763654,1.0299422563768135,1.8464279955807805,0.6790774004875874
145,1.0,0.007462686567164179,0.998,0.892346780254155,0.5,0.5870360935930712,0.996,0.7875783437396837,0.1899975366467064,0.6157186404702687,1.0207831860158783
146,1.0,0.0,0.91,0.7426442216035659,0.0,0.39203134660299865,0.998,0.06308830151205108,0.20027818665558136,0.04731335948791356,0.016877803148112623
147,1.0,0.0,0.992,0.8141888216439315,0.0,0.3798975814251656,0.998,0.0938767853307122,0.07341702159535725,0.10718435338738702,0.10770563087916495
148,1.0,0.0037313432835820895,0.994,0.7524863105056999,0.0,0.48184893327332445,0.994,0.5692429564363334,0.5263832164624986,0.9277756709072293,0.5359859107923334
149,1.0,0.011194029850746268,0.994,0.9058543746294956,0.25,0.4216350023515828,0.992,1.7708141738384768,1.5144437668080835,1.9574697201106155,1.3010150575382216
150,0.875,0.0,0.88,0.8351602752453666,0.0,0.30019926267300234,0.92,0.06422531415561837,0.08085446159362208,0.040425183377033956,0.05114509775428694
151,1.0,0.0037313432835820895,0.998,0.8777813467951184,0.5,0.5186300822888563,0.992,0.5630595088005743,0.6906539999395384,0.5705954191882084,0.7410363252848016
152,1.0,0.0,0.992,0.8809799411014924,0.0,0.4745948389288751,0.988,0.08140971190017005,0.2504121470247466,0.12153273722225146,0.3251619828402952
153,1.0,0.002,0.9888059701492538,0.8025254105992086,0.3333333333333333,0.45735503600314964,0.9776119402985075,0.09997846134599608,0.05531508770699751,0.09015062679791154,0.054040064842114176
154,1.0,0.0037313432835820895,0.996,0.835447196172248,0.3333333333333333,0.40735499247171225,0.996,0.34641991417926654,0.13850408474468176,0.33546216597705186,0.7446122101887824
155,1.0,0.0,0.9813432835820896,0.805207171828856,0.0,0.4238405772355853,0.9925373134328358,0.11683842371564601,0.12460738942360317,0.05818699603872768,0.02034119781551061
156,1.0,0.0,0.996268656716418,0.8275096990849014,1.0,0.5690239468280855,1.0,0.2765590172420514,0.2934846980912466,0.19877304767553391,0.10330001672578071
157,1.0,0.0,0.988,0.8831008195500976,0.0,0.29692702411559924,0.942,0.057920341846505956,0.05460704856153126,0.045663078237836364,0.21430750232190596
158,1.0,0.0,0.956,0.8212277030979703,0.0,0.3824501254506323,0.962,0.07293217003609957,0.04089661656757157,0.046877436714435936,0.20266991854978983
159,1.0,0.0,0.882,0.841718707207578,0.0,0.31807585604042043,0.9,0.07528078452951088,0.05996140986122125,0.05433186772976082,0.06491634929019308
160,0.875,0.0,0.9850746268656716,0.7536835928148489,0.0,0.49476025949281366,1.0,0.20213223509251768,0.08192632332829837,0.09015062679791154,0.00956578121484397
161,1.0,0.0,0.996,0.8251841900740495,0.5,0.4914886583344982,0.998,0.4965613692515729,0.7210602640980823,0.6695277608532317,0.6849416534291259
162,1.0,0.0037313432835820895,0.996,0.8259908569014595,0.6666666666666666,0.48235307367664904,0.99,0.27879455114953866,0.29178761757707466,0.2585309342377943,0.6687847102786949
163,1.0,0.0,0.994,0.8301976464639413,0.0,0.42232129848991595,0.998,0.12375964593992274,0.04892340834861924,0.07749574356496008,0.36589147402228767
164,1.0,0.0,0.938,0.865100517786146,0.0,0.24766154462315448,0.89,0.07770213269012935,0.10435794655083827,0.04247290660450363,0.12770443532377113
165,1.0,0.004,0.996268656716418,0.93886581823124,1.0,0.7753749412563549,1.0,0.4231224077137496,0.3550329458396076,0.3879503582159401,0.9324746274386775
166,1.0,0.006,0.996268656716418,0.8546370917272563,0.6666666666666666,0.5763339000461744,0.996268656716418,0.5702253564318257,1.080257442119161,0.5477751540205694,0.9508223798628459
167,1.0,0.0,0.994,0.8430285011210044,0.0,0.4796057706518071,0.998,0.4312630028542009,0.7440286955872173,0.8017340037369558,0.8506522783312919
168,1.0,0.0037313432835820895,0.998,0.8882764610943854,0.5,0.5034002822035373,0.998,1.4887354880123633,1.0631226438613293,0.688146690880536,0.5478576598402781
169,1.0,0.0037313432835820895,0.994,0.9026407190173426,0.2,0.3772169027557659,0.988,0.6218227135995581,0.6793982722672779,0.4320726723995343,0.34527371242613225
170,1.0,0.0,0.986,0.8256474987522746,0.0,0.4686556723151727,0.988,0.1459345545727458,0.12381869566910635,0.25263411809248787,0.25157807873883675
171,1.0,0.006,0.9925373134328358,0.8964075034921654,0.5,0.4763063954959934,1.0,2.293325657435672,1.4054775302299707,1.9320574292845316,1.5222686018506366
