instances,instance_hardness
292,0.7916381931456389
293,0.19563628500130203
294,0.5956504903438913
295,0.6028311442432399
296,0.8053969178333416
297,0.6759842272038703
298,0.209831078990655
299,0.4004600399364757
300,0.38210158121813964
301,0.11209584354399182
302,0.4916110814421425
303,0.1698199257849471
304,0.5670880416051982
305,0.5077323662060389
306,0.22405115279478727
307,0.2696117644223891
308,0.12299477317968366
309,0.5110545349502074
310,0.2896364707693382
311,0.10735306534997502
312,0.3874895396547926
313,0.6709918979587047
314,0.3585213162618168
315,0.33843045778840775
316,0.14694888832540098
317,0.06048723704304915
318,0.1803844570575256
319,0.18912713588601504
320,0.54001473962633
321,0.47043031705865257
322,0.7317788382212715
323,0.7870474487617843
324,0.5296929923738408
325,0.19066545488647468
326,0.2289840010127442
327,0.6017364944789505
328,0.9011630762364701
329,0.8806882566796379
330,0.3853406436384712
331,0.25631932329937923
332,0.07740774443818588
333,0.061642624553547076
334,0.20894856044998167
335,0.05710259099541437
336,0.8111845976571348
337,0.7332384000751392
338,0.3247840253374218
339,0.09568355920420202
340,0.06518346565885569
341,0.1126095694529432
342,0.10352064588858112
343,0.07567361170107256
344,0.5031611913355759
345,0.312793814164843
346,0.6422915491004715
347,0.4142061759609428
348,0.14469398665140765
349,0.08730347624160228
350,0.8014076774301726
351,0.23023711349279796
352,0.6216643216594004
353,0.2692605146733975
354,0.07629395267862216
355,0.2919790376735609
356,0.24443449259108485
357,0.3465769560884657
358,0.16762598510161508
359,0.5356688452730348
360,0.13403684724876808
361,0.09582122296308926
362,0.6006293080733279
363,0.2640270391638416
364,0.42771128633525857
365,0.8282913579938852
366,0.3824744453705663
367,0.5656014063948996
368,0.04713979617041941
369,0.05738271804897077
370,0.5181228395061894
371,0.15038065172004633
372,0.1228314878011103
373,0.10458171204755029
374,0.12472159823916029
375,0.7378616273994649
376,0.1267945615114563
377,0.052719383798867536
378,0.20304863897089542
379,0.14256396948517236
380,0.22090605000007246
381,0.1949076719396302
382,0.04738540088942045
383,0.1431105774469269
384,0.11080127932290429
385,0.21303791013280127
386,0.10758561584421789
387,0.2967473000325267
388,0.708994894389108
389,0.36605974840975797
390,0.4306969589021322
391,0.3601571888919234
392,0.10961954272988916
393,0.09596119126703784
394,0.16647113397192448
395,0.12743822890352696
396,0.3504018745421692
397,0.17235474769191117
398,0.7185244000236082
399,0.07261090468615639
400,0.1532779847984842
401,0.8756313991748934
402,0.4346817250603232
403,0.5253989939674114
404,0.2181830372803394
405,0.30524183240120684
406,0.6707409188064535
407,0.33496934699480063
408,0.07961504814938847
409,0.38682553406044007
410,0.10280513005305059
411,0.3510008497343735
412,0.25155173470394365
413,0.5143568838549779
414,0.19210024612771814
415,0.3634873175004062
416,0.3317111782901372
417,0.11302280731092806
418,0.14369827048553974
419,0.07494116468299261
420,0.828833181674506
421,0.33655367479802667
422,0.07255103430267873
423,0.20466009248138162
424,0.2843954653537468
425,0.143686458481863
426,0.12196586202236892
427,0.07972648331251997
428,0.1005993789436107
429,0.36272873147171314
430,0.8031800744907427
431,0.06425981959627491
432,0.13784040752335358
433,0.06934996129910465
434,0.25545777751861
435,0.1020264047017494
436,0.18912368373702093
437,0.7838212441133603
438,0.6924634695467646
439,0.04810334766914659
440,0.5936522664232723
441,0.11960410167028512
442,0.07113036486131574
443,0.26704168737607203
444,0.4035328369486475
445,0.5778814510074719
446,0.08833020148130888
447,0.07309497890832861
448,0.1459771566040502
449,0.8369040937769565
450,0.25445568243916195
451,0.0520356028060629
452,0.5618792339319592
453,0.2137023266789212
454,0.2978243174845636
455,0.1598753499427119
456,0.1247791025689654
457,0.3030631604746099
458,0.08084161393914724
459,0.18256892060402308
460,0.44805134427867865
461,0.24049047574225968
462,0.042502971464886796
463,0.29103953759972656
464,0.14338914517683432
465,0.31698576434304815
466,0.06708508115489709
467,0.06581084608474852
468,0.16188010681487675
469,0.5628629638861566
470,0.7883584339917507
471,0.6840946407586109
472,0.2808815050588549
473,0.27415303308734384
474,0.7010612376426674
475,0.19788191258990873
476,0.3420927948672945
477,0.7239502138865459
478,0.23324738474775208
479,0.3151832839700581
480,0.576856816125356
481,0.11842432694248395
482,0.2444405032807846
483,0.0907320601776902
484,0.20418788523520903
485,0.0863501270250484
486,0.37682932983237794
487,0.5533605608773939
488,0.906494349251921
489,0.08297628123530987
490,0.6815198449990332
491,0.11071405756492758
492,0.16481118996220734
493,0.13927718064427685
494,0.3640441374960659
495,0.05799149897689171
496,0.5620802972752432
497,0.15907946678748575
498,0.07941317179594032
499,0.1348585258498518
500,0.6149959647431573
501,0.07066475987048182
502,0.12890636922976184
503,0.7923155900737808
504,0.5229649537719467
505,0.21793003565709357
506,0.2519279324181146
507,0.20308548677895155
508,0.24679280284608263
509,0.08197072343721079
510,0.3497278670441897
511,0.7854852780368895
512,0.15240996203100476
513,0.09777077103772114
514,0.06798158264804355
515,0.058749147866808515
516,0.2951740215236701
517,0.18666587085315967
518,0.7215478917236173
519,0.38042735885018497
520,0.4036168895778849
521,0.04314774659403364
522,0.4909858207646376
523,0.12813557742561188
524,0.17070143021452489
525,0.37721415020312143
526,0.07201770660324991
527,0.03791720754132788
528,0.09648232691373781
529,0.19475514308915842
530,0.2086385161369353
531,0.16877170437641853
532,0.3604429202096522
533,0.3184918074003692
534,0.43435737328231316
535,0.20152805852022415
536,0.16108233873474287
537,0.1311583081458524
538,0.15940304254039495
539,0.4831749081685359
540,0.38621908945185257
541,0.29038550011530584
542,0.6625157512371986
543,0.7672474248403212
544,0.09651879953213571
545,0.11402547430728971
546,0.08491412525746422
547,0.0552105831330123
548,0.589914505981206
549,0.8485713332772455
550,0.8805910162962973
551,0.1551870485191409
552,0.10835093776326454
553,0.3644127667277386
554,0.06774578203393078
555,0.1609784816191988
556,0.1622237552030208
557,0.20894544726634756
558,0.42702784177449327
559,0.37247154619897627
560,0.2719185684330032
561,0.6876223043459326
562,0.1287542569995691
563,0.08997259704969196
564,0.23321769109804125
565,0.20335390192058833
566,0.06580381451884865
567,0.13759720971218603
568,0.29850236019673204
569,0.7841302668705334
570,0.6896582486696234
571,0.2778385472316054
572,0.07111521707075807
573,0.2098370673649509
574,0.10490884901461517
575,0.2516652503886938
576,0.27428168233308803
577,0.36134859171916844
578,0.7323987105430559
579,0.3805117782770294
580,0.29245036533077684
581,0.7048710927569288
582,0.1036269461673075
583,0.4076944668519964
584,0.3098582196299977
585,0.2930478412995161
586,0.063878396534095
587,0.5076376509703326
588,0.13464971324978303
589,0.06845350561736041
590,0.058358508878974424
591,0.49006512694387716
592,0.11794670082374914
593,0.23807169789796467
594,0.1676137008844164
595,0.5915329097953383
596,0.3379404188855686
597,0.2529471521557298
598,0.10707730379501901
599,0.35560626669272744
600,0.1582316802196757
601,0.10778655913553548
602,0.09184264327490266
603,0.26345476522284506
604,0.2596676179197357
605,0.2230100413124283
606,0.3001884721734679
607,0.15304859696797235
608,0.05220232449986595
609,0.545000682879656
610,0.06553854979992246
611,0.14413004794633988
612,0.1103124218501168
613,0.14381553607078557
614,0.5586985252461657
615,0.25796642130240366
616,0.07385510276472651
617,0.21513107857131997
618,0.048772190564388085
619,0.6464279503529214
620,0.7027292036854739
621,0.3319007785028296
622,0.14860703349688542
623,0.8453666554686644
624,0.1791748409329672
625,0.20115429287235753
626,0.13455598625849918
627,0.1813864343697844
628,0.525378075865303
629,0.39421063552428026
630,0.07403817228230414
631,0.5375706054449092
632,0.08410097292557639
633,0.08798057691290473
634,0.09242629057614349
635,0.16910763950500174
636,0.5846158443603047
637,0.2511589602580402
638,0.15213371683853272
639,0.44730095382022217
640,0.06005327236661451
641,0.1576343569718156
642,0.6300637132279588
643,0.6871815254534032
644,0.2633370834631257
645,0.23030484147455121
646,0.7798797352573663
647,0.39260327051251165
648,0.12805760330619598
649,0.4730153563832955
650,0.09091645126793235
651,0.05467789397809075
652,0.2745042569996239
653,0.43244907252850495
654,0.2067580916497357
655,0.08132309380992364
656,0.5866278612955778
657,0.06675566766607266
658,0.8484220883476502
659,0.5323859754210346
660,0.7799329480666621
661,0.8474722951569065
662,0.11985940842314424
663,0.10225095680182206
664,0.11267327114572212
665,0.5599230103982851
666,0.1590974882263736
667,0.6877788220656519
668,0.7390187378024939
669,0.4461872730946487
670,0.5336762982006434
671,0.933074970589914
672,0.05551769341317303
673,0.2443832322611712
674,0.6192133783412154
675,0.3092756420525494
676,0.21211541709084103
677,0.4391529645900132
678,0.14536396786678207
679,0.7288237986224556
680,0.07550192011335866
681,0.04392859113263636
682,0.12258541978111981
683,0.21132887248442744
684,0.7165376672005463
685,0.21553259739656017
686,0.4082381527705772
687,0.34016887777222005
688,0.16367704739255484
689,0.19535469391047888
690,0.14982628263218167
691,0.26716433854204713
692,0.19365778154090652
693,0.4311594066462655
694,0.2111384378192781
695,0.052458276907345724
696,0.6444370088609949
697,0.25077083004054135
698,0.08296943292031289
699,0.41426534654579283
700,0.6654338895026084
701,0.22573680293896947
702,0.6503542670959404
703,0.08394074719766698
704,0.8484864581853155
705,0.12905308845066554
706,0.12442887105245604
707,0.7316847730212215
708,0.1854172066368458
709,0.3543637404984078
710,0.8667504145859775
711,0.4672703197374768
712,0.6625799432027011
713,0.23717628242376743
714,0.14219389093112156
715,0.2592416936059846
716,0.0832740079113532
717,0.11192734569146512
718,0.1304527107415635
719,0.2312889012706577
720,0.6122514080198403
721,0.12300976147500631
722,0.2027153852395953
723,0.27703328613996747
724,0.5235662109412675
725,0.3385164341834592
726,0.4467247083015047
727,0.2579610164026196
728,0.27984365102134834
729,0.5750304305218195
730,0.06788017936994661
731,0.3992740324025805
732,0.8297609734051621
733,0.1547952107524352
734,0.09262189678853305
735,0.13599114287516711
736,0.2196827009980612
737,0.11076611313276818
738,0.21997305730532057
739,0.1113682984438844
740,0.684843097110284
741,0.35237686284471403
742,0.3478541552993303
743,0.07579495581637297
744,0.2810901925301005
745,0.8476814435845841
746,0.60220932422631
747,0.459467074644094
748,0.4007937614211674
749,0.07889737619988235
750,0.4885433868139011
751,0.5262550494735212
752,0.2500834042665566
753,0.15875174117745416
754,0.2633385687183024
755,0.21071369024136577
756,0.3291563672862319
757,0.7162866370688209
758,0.5407374910857468
759,0.1795588138748201
760,0.4492438108290566
761,0.10606940165796364
762,0.04298873671017356
763,0.0746996994500091
764,0.30557786269036635
765,0.35936515770637345
766,0.1830130175563902
767,0.37857073108872186
768,0.0943898193800361
