Row,bagging,gradient_boosting,random_forest,svc_linear
1,0.19817624826751282,0.7077051337340416,0.24048704862099346,0.21362382328836818
2,0.09062778409884016,0.19445212926510533,0.10178161077726806,0.09120674500191463
3,0.3490531787749176,0.28488531950979856,0.9795044738409688,0.11674660118892591
4,0.04949579168384425,0.04131311272455128,0.030375761730901663,0.074823163792604
5,0.7089636345374334,0.6249320341936124,0.18289341971386944,0.06137953083581902
6,0.09972770646973653,0.17896612722941407,0.05413613164052857,0.33392386738861607
7,2.6519205599457814,3.252446822333057,3.4087526355889324,2.2409032803177213
8,0.5191822460297888,0.27948971043411835,0.5536247229150485,1.8010448536714943
9,0.11893647404087253,0.24956605301563636,0.151065491121521,0.08482192347094326
10,1.598120932865067,1.316279086471352,2.0587987393636085,2.420676834137931
11,0.11619799895045382,0.09679449673889708,0.11983625214826683,0.4389479206858909
12,0.059947056057299115,0.07926459152838365,0.04144425452278979,0.08260794066539849
13,0.19324862669790077,0.12398260115835226,0.3202037654147091,1.9188889885638767
14,0.7082521652477457,1.1499342183435262,0.2517754568095978,0.726694879382804
15,0.455323407792637,0.3450608890095502,0.34450275690236193,0.36053353172521113
16,1.6700568414382357,0.7618003019697307,1.3814113106568546,0.9456242655130382
17,1.1961908316714176,0.856840265874711,1.0121331592950273,0.869486916845237
18,1.5626321328421409,1.0303099843572685,1.6231589008413156,1.3206047226441435
19,0.225992921625872,0.26855816944754884,0.2197425202065883,0.6371985773588429
20,0.1528415029226736,0.4354320149017923,0.572899133729895,0.9561874440504937
21,0.32144476299683195,0.3479171154109205,0.952130917250415,0.9370365491545533
22,0.3409642201606422,0.1253902123265328,0.23327034275501335,0.6212917132319863
23,0.13063329282159475,0.2082054792844495,0.11224885540789924,0.0412847167146763
24,1.3569473327512704,0.5914311636574561,1.1578762892171433,0.902506448618201
25,0.3023454205275486,0.29493602825532417,0.22072127026460614,0.15642704039570604
26,0.8799992398332778,1.3839351181730744,1.540727922220365,0.5092127980171183
27,0.22914537219204717,0.3029999466626869,0.11787205322540661,0.18628870385141955
28,0.05640055179129305,0.039287598255762925,0.03364204105015731,0.08588048976293217
29,0.5876426284061432,0.9793252852521239,0.806830374534708,1.1434316286398118
30,1.513345465847294,0.8893971401724933,0.6172018840947003,0.5368587165952259
31,0.7270821389717852,0.7751795751287239,1.2329643564183743,0.764769087119126
32,0.27970501484493765,0.23873433525714088,0.3016948009707784,0.4357555218040501
33,0.06879706578813241,0.09676989390359333,0.051475047017519905,0.11898677127146529
34,0.05640055179129305,0.028140514930704994,0.030375761730901663,0.06378232461643388
35,2.1484653625479173,1.4546082982789459,2.425059219492887,0.8926962950683291
36,0.25073475883686613,0.3439042705164794,0.1846765602386426,0.26650123084576716
