Row,Area_Good_Normalized,Density_Good_Normalized,Purity_Good,Area_Best_Normalized,Density_Best_Normalized,Purity_Best
bagging,0.7000533127060979,1.1145767668444893,0.8532883642495784,0.001741937308087436,3.02143933096854,1.0
gradient_boosting,0.680298638774558,1.1585469230933259,0.8247078464106845,0.0,0.0,0.0
random_forest,0.735925536910411,1.0960061948042052,0.8499184339314845,0.23300411461258816,1.0729424259982303,0.8421052631578947
svc_linear,0.6747229863835212,1.0881658712283069,0.8906810035842294,0.04211562143280966,1.093480993802234,0.05714285714285714
instance_easiness,0.6717084641339159,1.124391306976538,0.813588850174216,0.0,0.0,0.0
